facility_id,period,opd_visits,anc1_first_visit,anc4_visits,facility_deliveries,bcg_doses,penta1_doses,penta3_doses,measles1_doses,fully_immunized_under1,vaccine_stockout_days,eligible_under1_population,submission_date
FAC00041,2024-03,6628.0,261.0,106.0,59.0,49.0,91.0,66.0,49.0,38.0,2,492,2024-04-10
FAC00041,2024-04,9684.0,382.0,130.0,81.0,72.0,133.0,104.0,102.0,73.0,0,459,2024-05-20
FAC00041,2024-05,9288.0,366.0,151.0,83.0,69.0,128.0,93.0,68.0,47.0,2,501,2024-06-08
FAC00041,2024-06,7919.0,312.0,142.0,73.0,59.0,109.0,97.0,70.0,55.0,1,464,2024-07-03
FAC00042,2024-01,6300.0,527.0,98.0,59.0,247.0,700.0,340.0,,23.0,3,1171,2024-02-10
FAC00042,2024-02,6021.0,504.0,89.0,65.0,236.0,669.0,309.0,23.0,21.0,2,1114,2024-03-18
FAC00042,2024-03,7502.0,628.0,107.0,80.0,295.0,833.0,372.0,27.0,21.0,3,1219,2024-04-02
FAC00042,2024-04,,610.0,103.0,67.0,,810.0,357.0,26.0,24.0,0,1219,2024-05-08
FAC00042,2024-05,7804.0,653.0,695.0,84.0,307.0,867.0,387.0,29.0,24.0,2,1148,2024-06-17
FAC00042,2024-06,8260.0,692.0,122.0,,325.0,918.0,424.0,31.0,26.0,5,1170,2024-07-16
FAC00043,2024-01,3341.0,207.0,96.0,76.0,844.0,732.0,464.0,436.0,,2,538,2024-02-07
FAC00043,2024-02,3796.0,235.0,118.0,88.0,,831.0,528.0,420.0,296.0,4,555,2024-03-07
FAC00043,2024-03,3582.0,222.0,78.0,,905.0,784.0,482.0,414.0,355.0,3,580,2024-04-07
FAC00043,2024-04,3498.0,216.0,73.0,49.0,884.0,766.0,465.0,442.0,343.0,7,549,2024-05-07
FAC00043,2024-05,3045.0,188.0,101.0,,,667.0,409.0,401.0,302.0,2,537,2024-06-19
FAC00044,2024-01,3461.0,392.0,173.0,93.0,576.0,192.0,139.0,127.0,92.0,1,441,2024-02-07
FAC00044,2024-02,2826.0,320.0,139.0,113.0,470.0,157.0,103.0,91.0,78.0,4,425,2024-03-21
FAC00044,2024-03,3379.0,383.0,210.0,113.0,562.0,187.0,165.0,154.0,122.0,1,409,2024-04-03
FAC00044,2024-04,3387.0,384.0,130.0,110.0,564.0,188.0,141.0,132.0,104.0,0,409,2024-05-03
FAC00044,2024-05,3958.0,449.0,187.0,120.0,659.0,220.0,194.0,177.0,136.0,5,442,2024-06-05
FAC00044,2024-06,3577.0,406.0,128.0,83.0,595.0,198.0,120.0,87.0,73.0,1,426,2024-07-18
FAC00045,2024-01,8966.0,392.0,94.0,,527.0,383.0,154.0,42.0,38.0,7,434,2024-01-30
FAC00045,2024-02,11111.0,,111.0,69.0,653.0,475.0,182.0,49.0,35.0,4,447,2024-03-07
FAC00045,2024-03,12308.0,538.0,119.0,69.0,724.0,526.0,195.0,53.0,39.0,5,441,2024-04-15
FAC00045,2024-04,11047.0,483.0,105.0,63.0,649.0,472.0,173.0,47.0,41.0,1,459,2024-05-03
FAC00045,2024-05,9794.0,428.0,95.0,76.0,576.0,418.0,155.0,42.0,31.0,6,457,2024-06-15
FAC00045,2024-06,10227.0,447.0,102.0,76.0,601.0,437.0,168.0,45.0,32.0,2,438,2024-07-02
FAC00046,2024-01,4898.0,353.0,131.0,112.0,577.0,867.0,44.0,35.0,32.0,1,1005,2024-02-17
FAC00046,2024-02,4677.0,337.0,125.0,99.0,551.0,828.0,,29.0,24.0,1,975,2024-03-19
FAC00046,2024-03,4378.0,316.0,,,516.0,775.0,36.0,26.0,22.0,0,1045,2024-04-19
FAC00046,2024-04,4058.0,293.0,185.0,93.0,478.0,718.0,33.0,29.0,,1,1069,2024-05-10
FAC00046,2024-05,5227.0,377.0,246.0,150.0,616.0,926.0,43.0,34.0,24.0,2,1068,2024-06-19
FAC00046,2024-06,4831.0,348.0,126.0,63.0,569.0,855.0,41.0,30.0,,0,1012,2024-07-13
FAC00047,2024-01,528.0,106.0,44.0,36.0,175.0,436.0,290.0,224.0,67.0,2,777,2024-02-18
FAC00047,2024-02,722.0,145.0,52.0,26.0,239.0,596.0,428.0,353.0,88.0,4,811,2024-03-27
FAC00047,2024-03,603.0,121.0,43.0,37.0,200.0,499.0,360.0,288.0,71.0,2,778,2024-04-11
FAC00047,2024-04,584.0,117.0,75.0,51.0,194.0,483.0,348.0,290.0,68.0,5,760,2024-05-13
FAC00047,2024-05,579.0,116.0,54.0,44.0,192.0,479.0,429.0,341.0,68.0,9,770,2024-06-19
FAC00047,2024-06,755.0,151.0,46.0,40.0,250.0,624.0,460.0,378.0,92.0,0,760,2024-07-22
FAC00048,2024-01,6323.0,346.0,170.0,86.0,642.0,599.0,88.0,63.0,54.0,4,316,2024-02-09
FAC00048,2024-02,,451.0,251.0,,838.0,782.0,110.0,98.0,76.0,4,313,2024-03-11
FAC00048,2024-03,,357.0,168.0,87.0,663.0,619.0,84.0,75.0,,1,314,2024-04-16
FAC00048,2024-04,6584.0,360.0,119.0,73.0,668.0,1806.0,83.0,77.0,54.0,9,324,2024-05-19
FAC00048,2024-05,8238.0,450.0,290.0,200.0,836.0,780.0,106.0,92.0,72.0,6,325,2024-06-18
FAC00048,2024-06,6754.0,369.0,,,686.0,640.0,89.0,83.0,73.0,5,312,2024-07-19
FAC00049,2024-01,,285.0,95.0,64.0,612.0,747.0,350.0,332.0,23.0,0,459,2024-02-19
FAC00049,2024-02,3122.0,282.0,112.0,63.0,606.0,739.0,330.0,304.0,21.0,0,452,2024-03-04
FAC00049,2024-03,3129.0,283.0,187.0,61.0,607.0,741.0,319.0,254.0,21.0,0,424,2024-04-22
FAC00049,2024-03,3095.0,283.0,187.0,61.0,607.0,741.0,319.0,254.0,21.0,0,424,2024-04-22
FAC00049,2024-04,3954.0,,,76.0,768.0,937.0,399.0,339.0,26.0,0,423,2024-05-16
FAC00049,2024-05,3954.0,358.0,127.0,74.0,768.0,,1122.0,375.0,26.0,0,433,2024-06-01
FAC00049,2024-06,3840.0,347.0,216.0,77.0,746.0,910.0,406.0,403.0,27.0,0,431,2024-07-07
FAC00050,2024-01,9035.0,101.0,55.0,49.0,864.0,884.0,993.0,419.0,316.0,3,1114,2024-02-18
FAC00050,2024-02,6509.0,72.0,22.0,12.0,,637.0,316.0,274.0,229.0,1,1190,2024-03-18
FAC00050,2024-02,6771.0,72.0,22.0,12.0,,637.0,316.0,274.0,229.0,1,1190,2024-03-18
FAC00050,2024-03,7988.0,89.0,38.0,26.0,764.0,782.0,375.0,320.0,235.0,3,1171,2024-04-11
FAC00050,2024-04,7361.0,82.0,32.0,22.0,704.0,720.0,341.0,269.0,209.0,3,1088,2024-05-13
FAC00050,2024-05,9449.0,105.0,51.0,,903.0,925.0,443.0,412.0,322.0,4,1121,2024-06-01
FAC00050,2024-06,6517.0,72.0,35.0,23.0,623.0,638.0,,263.0,209.0,4,1156,2024-07-10
FAC00051,2024-01,8694.0,471.0,,18.0,556.0,574.0,516.0,,158.0,0,1157,2024-02-12
FAC00051,2024-02,7812.0,423.0,28.0,21.0,500.0,515.0,398.0,154.0,134.0,0,1074,2024-03-07
FAC00051,2024-03,9346.0,506.0,33.0,29.0,598.0,617.0,530.0,178.0,141.0,0,1147,2024-04-11
FAC00051,2024-04,9422.0,511.0,33.0,28.0,603.0,622.0,474.0,177.0,148.0,0,1062,2024-05-16
FAC00051,2024-05,7847.0,425.0,28.0,16.0,502.0,518.0,380.0,149.0,116.0,0,1143,2024-06-19
FAC00051,2024-06,7507.0,407.0,27.0,18.0,480.0,495.0,444.0,148.0,138.0,0,1149,2024-07-15
FAC00052,2024-01,2162.0,46.0,14.0,9.0,590.0,130.0,148.0,70.0,61.0,2,731,2024-02-03
FAC00052,2024-02,2249.0,48.0,16.0,11.0,613.0,135.0,94.0,78.0,67.0,3,721,2024-03-08
FAC00052,2024-03,2833.0,61.0,40.0,26.0,773.0,,150.0,143.0,110.0,1,700,2024-04-02
FAC00052,2024-04,2440.0,52.0,34.0,29.0,666.0,147.0,131.0,127.0,92.0,4,709,2024-05-11
FAC00052,2024-05,2814.0,60.0,38.0,27.0,768.0,169.0,139.0,103.0,81.0,4,683,2024-05-30
FAC00052,2024-06,2863.0,61.0,29.0,25.0,,172.0,114.0,82.0,,7,737,2024-07-09
FAC00053,2024-01,4612.0,545.0,11.0,9.0,457.0,239.0,161.0,148.0,119.0,2,225,2024-02-18
FAC00053,2024-02,5414.0,640.0,13.0,11.0,537.0,281.0,232.0,230.0,163.0,2,213,2024-03-15
FAC00053,2024-03,5541.0,655.0,13.0,9.0,550.0,287.0,236.0,226.0,179.0,0,217,2024-04-07
FAC00053,2024-04,5403.0,639.0,12.0,7.0,536.0,280.0,308.0,132.0,117.0,7,212,2024-05-24
FAC00053,2024-05,4645.0,549.0,11.0,8.0,461.0,241.0,186.0,179.0,150.0,3,228,2024-06-19
FAC00053,2024-06,4511.0,533.0,11.0,8.0,447.0,234.0,199.0,195.0,139.0,5,223,2024-07-06
FAC00054,2024-01,6779.0,192.0,8.0,5.0,165.0,409.0,319.0,272.0,237.0,1,566,2024-02-07
FAC00054,2024-02,,171.0,7.0,4.0,146.0,363.0,275.0,263.0,,3,560,2024-02-28
FAC00054,2024-03,7258.0,206.0,8.0,4.0,176.0,438.0,320.0,245.0,232.0,3,569,2024-04-14
FAC00054,2024-04,9225.0,262.0,10.0,6.0,224.0,557.0,403.0,,309.0,4,523,2024-04-30
FAC00054,2024-05,8301.0,236.0,,,202.0,501.0,367.0,358.0,310.0,4,571,2024-06-16
FAC00054,2024-06,7100.0,201.0,8.0,4.0,173.0,428.0,306.0,251.0,186.0,1,557,2024-07-07
FAC00055,2024-01,8575.0,323.0,132.0,72.0,135.0,76.0,64.0,63.0,49.0,5,214,2024-02-16
FAC00055,2024-02,9876.0,372.0,142.0,72.0,412.0,87.0,63.0,54.0,49.0,5,213,2024-03-10
FAC00055,2024-03,7793.0,294.0,178.0,146.0,123.0,69.0,73.0,40.0,32.0,2,221,2024-04-20
FAC00055,2024-04,8614.0,325.0,179.0,130.0,,76.0,54.0,43.0,32.0,6,218,2024-05-16
FAC00055,2024-05,9392.0,354.0,,131.0,148.0,83.0,60.0,43.0,35.0,3,205,2024-06-17
FAC00055,2024-06,9704.0,366.0,229.0,204.0,153.0,86.0,66.0,46.0,42.0,4,222,2024-07-22
FAC00056,2024-01,3898.0,480.0,38.0,28.0,408.0,161.0,98.0,86.0,65.0,2,543,2024-02-20
FAC00056,2024-02,5031.0,619.0,46.0,25.0,527.0,208.0,238.0,152.0,139.0,0,534,2024-03-16
FAC00056,2024-03,4950.0,609.0,44.0,25.0,519.0,205.0,182.0,149.0,128.0,0,505,2024-04-11
FAC00056,2024-04,5226.0,643.0,46.0,30.0,548.0,216.0,149.0,121.0,85.0,1,515,2024-05-24
FAC00056,2024-04,5226.0,643.0,46.0,30.0,549.0,216.0,149.0,121.0,85.0,1,515,2024-05-24
FAC00056,2024-05,4378.0,539.0,39.0,21.0,459.0,181.0,153.0,138.0,99.0,2,514,2024-06-17
FAC00056,2024-06,3899.0,480.0,36.0,31.0,409.0,161.0,127.0,110.0,96.0,1,519,2024-07-26
FAC00057,2024-01,9989.0,417.0,5.0,2.0,403.0,224.0,161.0,160.0,143.0,0,879,2024-02-15
FAC00057,2024-02,11138.0,465.0,5.0,3.0,449.0,250.0,215.0,173.0,125.0,0,912,2024-03-21
FAC00057,2024-03,8056.0,336.0,4.0,3.0,325.0,181.0,127.0,97.0,76.0,0,885,2024-04-18
FAC00057,2024-04,9018.0,377.0,4.0,,363.0,202.0,128.0,,65.0,0,839,2024-05-12
FAC00057,2024-05,9711.0,406.0,5.0,4.0,391.0,218.0,151.0,127.0,114.0,0,895,2024-06-09
FAC00057,2024-06,8572.0,358.0,4.0,3.0,345.0,192.0,132.0,124.0,88.0,0,898,2024-07-21
FAC00058,2024-01,1031.0,115.0,46.0,30.0,516.0,634.0,475.0,161.0,139.0,2,250,2024-01-22
FAC00058,2024-02,985.0,110.0,72.0,41.0,493.0,606.0,499.0,147.0,127.0,2,250,2024-03-23
FAC00058,2024-03,1112.0,124.0,69.0,38.0,557.0,684.0,516.0,160.0,118.0,3,263,2024-04-17
FAC00058,2024-04,1435.0,160.0,51.0,43.0,719.0,883.0,,204.0,164.0,5,263,2024-05-03
FAC00058,2024-05,1325.0,148.0,86.0,46.0,664.0,815.0,667.0,191.0,165.0,6,258,2024-05-31
FAC00058,2024-06,1313.0,146.0,77.0,41.0,658.0,808.0,589.0,196.0,,3,245,2024-07-10
FAC00059,2024-01,6440.0,273.0,168.0,27.0,522.0,477.0,59.0,55.0,42.0,0,713,2024-01-23
FAC00059,2024-02,4674.0,198.0,96.0,19.0,379.0,346.0,40.0,39.0,36.0,0,700,2024-03-06
FAC00059,2024-03,6563.0,279.0,164.0,26.0,532.0,486.0,55.0,40.0,28.0,0,709,2024-04-01
FAC00059,2024-04,7118.0,302.0,124.0,27.0,577.0,527.0,59.0,54.0,42.0,0,681,2024-05-20
FAC00059,2024-05,5416.0,230.0,131.0,21.0,,401.0,469.0,,33.0,0,698,2024-05-30
FAC00059,2024-06,5920.0,251.0,153.0,24.0,480.0,438.0,51.0,37.0,26.0,0,678,2024-07-07
FAC00060,2024-01,7984.0,18.0,,6.0,714.0,330.0,292.0,223.0,158.0,0,745,2024-02-06
FAC00060,2024-02,7508.0,17.0,9.0,5.0,671.0,310.0,205.0,151.0,112.0,0,737,2024-03-07
FAC00060,2024-03,10574.0,,13.0,10.0,946.0,437.0,304.0,280.0,256.0,0,713,2024-04-02
FAC00060,2024-04,11063.0,26.0,16.0,9.0,990.0,458.0,387.0,288.0,225.0,1,730,2024-05-12
FAC00060,2024-05,9334.0,22.0,,7.0,835.0,386.0,324.0,247.0,192.0,2,731,2024-06-12
FAC00060,2024-06,,22.0,11.0,7.0,838.0,388.0,328.0,320.0,275.0,1,754,2024-07-12
FAC00061,2024-01,4486.0,372.0,184.0,36.0,848.0,57.0,,30.0,25.0,0,501,2024-02-07
FAC00061,2024-02,3448.0,285.0,152.0,26.0,652.0,43.0,49.0,31.0,22.0,0,515,2024-03-19
FAC00061,2024-03,3476.0,288.0,95.0,26.0,657.0,44.0,37.0,32.0,29.0,0,517,2024-04-14
FAC00061,2024-04,3979.0,330.0,137.0,,2015.0,50.0,44.0,42.0,32.0,0,506,2024-05-17
FAC00061,2024-05,5036.0,417.0,182.0,37.0,952.0,64.0,42.0,35.0,31.0,0,492,2024-06-17
FAC00061,2024-06,3847.0,319.0,170.0,29.0,727.0,49.0,38.0,28.0,25.0,0,502,2024-07-19
FAC00062,2024-01,3421.0,651.0,44.0,28.0,458.0,692.0,298.0,222.0,16.0,0,948,2024-02-13
FAC00062,2024-02,2690.0,512.0,33.0,25.0,360.0,544.0,223.0,186.0,12.0,0,939,2024-03-14
FAC00062,2024-04,3015.0,573.0,35.0,20.0,403.0,610.0,239.0,197.0,12.0,0,950,2024-05-14
FAC00062,2024-05,2673.0,508.0,32.0,,358.0,541.0,214.0,153.0,11.0,2,910,2024-06-22
FAC00062,2024-06,3088.0,587.0,38.0,25.0,959.0,,256.0,183.0,13.0,1,881,2024-07-12
FAC00063,2024-01,5260.0,126.0,38.0,30.0,73.0,153.0,110.0,94.0,68.0,3,927,2024-02-15
FAC00063,2024-02,6500.0,156.0,51.0,38.0,90.0,189.0,152.0,130.0,112.0,1,892,2024-03-11
FAC00063,2024-03,6262.0,150.0,179.0,73.0,87.0,182.0,154.0,134.0,123.0,4,865,2024-04-21
FAC00063,2024-04,4847.0,116.0,37.0,19.0,67.0,141.0,124.0,118.0,107.0,2,893,2024-05-14
FAC00063,2024-05,5647.0,135.0,88.0,52.0,78.0,164.0,116.0,,93.0,2,877,2024-06-10
FAC00063,2024-06,6520.0,156.0,95.0,49.0,90.0,189.0,,103.0,93.0,1,858,2024-07-30
FAC00064,2024-01,6409.0,60.0,25.0,12.0,584.0,393.0,248.0,91.0,82.0,0,467,2024-02-10
FAC00064,2024-02,8778.0,82.0,100.0,25.0,801.0,539.0,346.0,119.0,101.0,0,431,2024-03-14
FAC00064,2024-03,9628.0,90.0,30.0,20.0,878.0,591.0,487.0,126.0,91.0,0,449,2024-04-28
FAC00064,2024-04,9046.0,85.0,58.0,39.0,825.0,555.0,420.0,117.0,107.0,0,475,2024-05-04
FAC00064,2024-05,9485.0,89.0,40.0,31.0,865.0,582.0,441.0,124.0,99.0,0,434,2024-06-29
FAC00064,2024-06,7791.0,73.0,34.0,28.0,711.0,478.0,343.0,105.0,82.0,0,440,2024-07-13
FAC00065,2024-01,9775.0,615.0,234.0,174.0,763.0,910.0,514.0,31.0,22.0,5,746,2024-02-20
FAC00065,2024-02,8912.0,560.0,203.0,180.0,695.0,830.0,446.0,27.0,23.0,6,791,2024-03-13
FAC00065,2024-03,10631.0,668.0,234.0,131.0,830.0,990.0,515.0,31.0,25.0,5,791,2024-04-21
FAC00065,2024-04,9874.0,621.0,215.0,148.0,771.0,919.0,472.0,28.0,21.0,7,740,2024-05-15
FAC00065,2024-05,10094.0,635.0,212.0,138.0,788.0,940.0,489.0,29.0,24.0,5,777,2024-06-16
FAC00065,2024-06,9934.0,625.0,227.0,147.0,775.0,925.0,498.0,30.0,21.0,3,751,2024-07-14
FAC00066,2024-01,3963.0,139.0,80.0,61.0,421.0,9.0,6.0,5.0,3.0,0,926,2024-02-20
FAC00066,2024-02,4678.0,164.0,90.0,64.0,497.0,10.0,8.0,5.0,4.0,0,935,2024-03-07
FAC00066,2024-03,4500.0,158.0,72.0,59.0,479.0,10.0,6.0,4.0,3.0,0,897,2024-04-18
FAC00066,2024-03,4665.0,158.0,72.0,59.0,479.0,10.0,6.0,4.0,3.0,0,897,2024-04-18
FAC00066,2024-04,4081.0,143.0,75.0,37.0,434.0,9.0,6.0,4.0,3.0,0,906,2024-05-20
FAC00066,2024-05,4771.0,167.0,71.0,63.0,507.0,10.0,10.0,6.0,5.0,0,961,2024-06-05
FAC00066,2024-06,5130.0,180.0,99.0,77.0,546.0,11.0,6.0,5.0,,0,924,2024-07-03
FAC00067,2024-01,3977.0,114.0,39.0,23.0,179.0,284.0,178.0,147.0,107.0,3,322,2024-02-06
FAC00067,2024-02,3340.0,95.0,42.0,,150.0,,175.0,171.0,107.0,0,305,2024-03-12
FAC00067,2024-03,3427.0,98.0,61.0,37.0,154.0,245.0,171.0,146.0,106.0,0,316,2024-04-16
FAC00067,2024-04,4610.0,132.0,58.0,49.0,207.0,329.0,260.0,243.0,141.0,1,324,2024-05-08
FAC00067,2024-05,3610.0,103.0,62.0,39.0,162.0,258.0,211.0,160.0,112.0,0,325,2024-06-03
FAC00067,2024-06,3496.0,100.0,51.0,34.0,157.0,250.0,224.0,182.0,112.0,1,328,2024-06-25
FAC00068,2024-01,1495.0,286.0,166.0,,903.0,480.0,360.0,255.0,219.0,5,933,2024-02-07
FAC00068,2024-02,1213.0,232.0,,44.0,733.0,389.0,239.0,233.0,190.0,6,920,2024-03-15
FAC00068,2024-03,1472.0,282.0,158.0,116.0,890.0,472.0,297.0,296.0,223.0,8,859,2024-04-07
FAC00068,2024-04,1680.0,322.0,225.0,160.0,1015.0,539.0,457.0,367.0,252.0,2,933,2024-05-13
FAC00068,2024-05,1321.0,253.0,,60.0,799.0,424.0,297.0,252.0,200.0,5,907,2024-06-06
FAC00068,2024-06,1331.0,255.0,147.0,76.0,804.0,427.0,324.0,256.0,197.0,1,898,2024-07-10
FAC00069,2024-01,5724.0,98.0,29.0,24.0,908.0,877.0,364.0,119.0,90.0,1,503,2024-02-11
FAC00069,2024-02,5218.0,89.0,50.0,43.0,827.0,799.0,316.0,104.0,84.0,1,475,2024-03-03
FAC00069,2024-03,6129.0,105.0,42.0,,972.0,939.0,358.0,118.0,85.0,2,470,2024-03-29
FAC00069,2024-04,4935.0,85.0,40.0,28.0,782.0,756.0,285.0,93.0,75.0,2,499,2024-05-19
FAC00069,2024-05,5833.0,100.0,38.0,19.0,925.0,894.0,341.0,112.0,88.0,0,494,2024-06-07
FAC00069,2024-06,4184.0,72.0,30.0,21.0,663.0,641.0,253.0,83.0,69.0,1,503,2024-07-09
FAC00070,2024-01,1461.0,246.0,89.0,47.0,525.0,733.0,104.0,95.0,81.0,4,863,2024-02-11
FAC00070,2024-02,1485.0,250.0,157.0,99.0,534.0,745.0,101.0,79.0,73.0,6,884,2024-03-24
FAC00070,2024-03,1786.0,301.0,93.0,79.0,643.0,896.0,118.0,,91.0,3,868,2024-04-20
FAC00070,2024-04,1750.0,294.0,111.0,58.0,629.0,878.0,114.0,112.0,88.0,6,852,2024-05-26
FAC00070,2024-05,1436.0,242.0,,50.0,517.0,720.0,95.0,82.0,73.0,3,857,2024-06-21
FAC00070,2024-06,1841.0,310.0,,84.0,662.0,923.0,126.0,100.0,78.0,4,885,2024-07-08
FAC00071,2024-01,7894.0,160.0,49.0,30.0,865.0,563.0,79.0,59.0,45.0,1,243,2024-02-16
FAC00071,2024-02,,132.0,,29.0,717.0,467.0,62.0,57.0,47.0,0,254,2024-03-22
FAC00071,2024-03,,188.0,57.0,36.0,1016.0,661.0,85.0,62.0,56.0,3,244,2024-04-10
FAC00071,2024-04,,,51.0,37.0,776.0,505.0,64.0,49.0,38.0,0,248,2024-05-24
FAC00071,2024-04,,,51.0,37.0,776.0,505.0,64.0,49.0,38.0,0,248,2024-05-24
FAC00071,2024-05,8514.0,172.0,73.0,53.0,933.0,607.0,78.0,61.0,48.0,2,262,2024-07-02
FAC00071,2024-06,6589.0,133.0,84.0,54.0,722.0,470.0,63.0,44.0,35.0,3,254,2024-07-22
FAC00072,2024-01,6975.0,56.0,34.0,17.0,129.0,830.0,604.0,201.0,106.0,4,985,2024-03-05
FAC00072,2024-02,6631.0,53.0,34.0,28.0,123.0,789.0,651.0,,96.0,2,994,2024-03-23
FAC00072,2024-03,8278.0,66.0,24.0,14.0,153.0,985.0,785.0,220.0,116.0,2,917,2024-04-17
FAC00072,2024-04,7416.0,59.0,40.0,23.0,137.0,882.0,695.0,194.0,103.0,1,926,2024-05-21
FAC00072,2024-06,6745.0,54.0,20.0,13.0,125.0,802.0,562.0,185.0,98.0,1,917,2024-07-31
FAC00073,2024-01,10406.0,244.0,108.0,56.0,811.0,,104.0,77.0,69.0,3,1106,2024-02-28
FAC00073,2024-02,8142.0,191.0,75.0,56.0,634.0,95.0,66.0,58.0,54.0,3,1025,2024-03-16
FAC00073,2024-03,9479.0,222.0,118.0,80.0,738.0,111.0,89.0,65.0,52.0,1,1107,2024-04-05
FAC00073,2024-04,9320.0,219.0,114.0,62.0,726.0,109.0,78.0,63.0,57.0,3,1061,2024-05-27
FAC00073,2024-05,10733.0,,135.0,117.0,836.0,,108.0,74.0,63.0,1,1068,2024-06-18
FAC00073,2024-06,8424.0,198.0,105.0,81.0,656.0,99.0,108.0,52.0,40.0,0,1113,2024-07-21
FAC00074,2024-01,5429.0,509.0,309.0,4.0,613.0,227.0,,97.0,46.0,1,1128,2024-02-14
FAC00074,2024-02,5606.0,526.0,275.0,4.0,633.0,234.0,161.0,115.0,46.0,2,1138,2024-03-30
FAC00074,2024-03,6131.0,575.0,187.0,4.0,693.0,256.0,214.0,175.0,48.0,0,1136,2024-04-19
FAC00074,2024-04,7267.0,682.0,376.0,,821.0,304.0,269.0,256.0,57.0,1,1193,2024-05-18
FAC00074,2024-05,7383.0,693.0,387.0,5.0,834.0,308.0,242.0,197.0,,1,1195,2024-06-22
FAC00074,2024-06,5693.0,534.0,304.0,4.0,643.0,238.0,151.0,108.0,46.0,1,1127,2024-07-18
FAC00075,2024-01,7932.0,275.0,54.0,32.0,237.0,264.0,63.0,57.0,,3,394,2024-02-26
FAC00075,2024-02,6606.0,229.0,43.0,24.0,198.0,220.0,50.0,41.0,28.0,4,403,2024-03-03
FAC00075,2024-03,6838.0,,43.0,26.0,204.0,227.0,50.0,39.0,34.0,4,389,2024-04-17
FAC00075,2024-04,9685.0,335.0,60.0,51.0,290.0,322.0,71.0,60.0,51.0,2,383,2024-05-08
FAC00075,2024-05,8530.0,295.0,53.0,,255.0,284.0,63.0,50.0,40.0,5,401,2024-06-23
FAC00075,2024-06,8654.0,300.0,56.0,50.0,259.0,288.0,,47.0,33.0,6,402,2024-07-19
FAC00076,2024-01,1457.0,308.0,129.0,59.0,725.0,528.0,388.0,31.0,25.0,0,424,2024-02-05
FAC00076,2024-02,1412.0,298.0,110.0,54.0,703.0,511.0,332.0,29.0,24.0,3,416,2024-03-10
FAC00076,2024-03,1569.0,331.0,108.0,58.0,781.0,568.0,420.0,31.0,28.0,1,397,2024-04-04
FAC00076,2024-04,1811.0,383.0,132.0,66.0,902.0,656.0,533.0,35.0,30.0,0,394,2024-05-08
FAC00076,2024-05,1923.0,406.0,157.0,71.0,957.0,697.0,573.0,38.0,27.0,0,425,2024-06-17
FAC00076,2024-06,1295.0,273.0,82.0,41.0,644.0,469.0,338.0,26.0,,2,415,2024-07-16
FAC00077,2024-01,6697.0,511.0,182.0,162.0,15.0,11.0,9.0,8.0,7.0,7,881,2024-01-30
FAC00077,2024-02,8228.0,628.0,213.0,140.0,18.0,14.0,12.0,,8.0,4,837,2024-03-23
FAC00077,2024-03,8763.0,668.0,219.0,157.0,55.0,15.0,10.0,8.0,6.0,4,836,2024-04-06
FAC00077,2024-04,7616.0,581.0,188.0,147.0,17.0,13.0,9.0,,4.0,6,854,2024-05-15
FAC00077,2024-05,8091.0,617.0,202.0,159.0,18.0,13.0,11.0,8.0,7.0,1,884,2024-06-30
FAC00077,2024-06,6625.0,505.0,171.0,104.0,15.0,11.0,7.0,5.0,4.0,5,846,2024-07-15
FAC00078,2024-01,7357.0,24.0,,6.0,513.0,38.0,28.0,22.0,17.0,0,176,2024-02-16
FAC00078,2024-02,7774.0,26.0,8.0,5.0,542.0,40.0,24.0,,18.0,1,176,2024-03-08
FAC00078,2024-03,8196.0,27.0,17.0,,571.0,42.0,29.0,24.0,17.0,0,179,2024-04-25
FAC00078,2024-04,6522.0,,8.0,6.0,454.0,34.0,39.0,20.0,16.0,1,171,2024-05-09
FAC00078,2024-05,7146.0,24.0,8.0,5.0,498.0,37.0,,27.0,24.0,0,169,2024-06-10
FAC00078,2024-06,6334.0,21.0,13.0,10.0,441.0,33.0,21.0,16.0,15.0,2,169,2024-07-22
FAC00079,2024-01,4075.0,129.0,14.0,9.0,28.0,,335.0,59.0,47.0,1,153,2024-02-12
FAC00079,2024-02,4822.0,153.0,16.0,8.0,33.0,,378.0,67.0,58.0,2,161,2024-03-13
FAC00079,2024-03,4799.0,152.0,15.0,12.0,,,363.0,64.0,52.0,2,152,2024-04-24
FAC00079,2024-04,4360.0,138.0,13.0,10.0,30.0,531.0,326.0,58.0,51.0,5,164,2024-05-08
FAC00079,2024-05,4334.0,138.0,14.0,8.0,30.0,528.0,328.0,58.0,48.0,2,155,2024-06-07
FAC00079,2024-06,4377.0,139.0,14.0,9.0,30.0,533.0,343.0,61.0,44.0,4,153,2024-07-14
FAC00080,2024-01,5448.0,99.0,31.0,19.0,650.0,313.0,230.0,169.0,152.0,8,707,2024-01-25
FAC00080,2024-02,7727.0,141.0,42.0,35.0,923.0,444.0,311.0,248.0,175.0,5,709,2024-03-05
FAC00080,2024-03,6468.0,118.0,34.0,19.0,772.0,372.0,237.0,232.0,,5,765,2024-04-03
FAC00080,2024-04,6854.0,125.0,36.0,21.0,818.0,394.0,340.0,282.0,216.0,3,721,2024-04-20
FAC00080,2024-05,8236.0,150.0,43.0,37.0,983.0,473.0,,324.0,296.0,3,752,2024-06-05
FAC00081,2024-01,4546.0,267.0,184.0,108.0,608.0,313.0,232.0,166.0,137.0,1,661,2024-02-11
