facility_id,facility_name,state,lga,facility_type,ownership,latitude,longitude
FAC00298,Delta PHC 1,Delta,Delta East,PHC,Private,8.888466,11.002371
FAC00299,Delta PHC 2,Delta,Delta Central,PHC,Public,5.435424,14.277838
FAC00300,Delta PHC 3,Delta,Delta Central,PHC,Public,4.939007,11.071225
FAC00301,Delta PHC 4,Delta,Delta South,PHC,Private,10.616324,14.743575
FAC00302,Delta PHC 5,Delta,Delta South,PHC,Public,10.178472,13.42686
FAC00303,Delta PHC 6,Delta,Delta North,PHC,Public,10.895268,11.118161
FAC00304,Delta PHC 7,Delta,Delta Central,PHC,Public,10.669715,9.926223
FAC00305,Delta PHC 8,Delta,Delta North,PHC,Public,12.664387,14.920043
FAC00306,Delta PHC 9,Delta,Delta North,PHC,Public,5.091096,10.80614
FAC00307,Delta PHC 10,Delta,Delta East,PHC,Private,12.078459,12.147422
FAC00308,Delta PHC 11,Delta,Delta East,PHC,Public,7.756723,6.562431
FAC00309,Delta PHC 12,Delta,Delta North,PHC,Public,7.664615,7.754072
FAC00310,Delta PHC 13,Delta,Delta North,PHC,Public,9.964855,9.548243
FAC00311,Delta PHC 14,Delta,Delta East,PHC,Public,10.034486,11.018554
FAC00312,Delta PHC 15,Delta,Delta East,PHC,Public,9.423637,14.417743
FAC00313,Delta General Hospital 16,Delta,Delta Central,General Hospital,Private,7.412478,7.562347
FAC00314,Delta PHC 17,Delta,Delta West,PHC,Public,8.766955,7.732384
FAC00315,Delta PHC 18,Delta,Delta West,PHC,Public,13.555237,3.218791
FAC00316,Delta PHC 19,Delta,Delta Central,PHC,Public,12.980305,5.921788
FAC00317,Delta General Hospital 20,Delta,Delta Central,General Hospital,Public,8.791832,5.3347
FAC00318,Delta PHC 21,Delta,Delta Central,PHC,Public,6.848729,6.68748
FAC00319,Delta General Hospital 22,Delta,Delta South,General Hospital,Public,10.103338,11.593808
FAC00320,Delta PHC 23,Delta,Delta North,PHC,Public,9.22481,4.478672
FAC00321,Delta General Hospital 24,Delta,Delta North,General Hospital,Public,9.673122,6.078753
FAC00322,Delta General Hospital 25,Delta,Delta North,General Hospital,Public,7.735097,9.31799
FAC00323,Delta PHC 26,Delta,Delta Central,PHC,Public,12.842065,5.736957
FAC00324,Delta PHC 27,Delta,Delta South,PHC,Public,7.607725,13.870693
FAC00325,Delta PHC 28,Delta,Delta East,PHC,Public,11.805255,6.297672
FAC00326,Delta General Hospital 29,Delta,Delta South,General Hospital,Public,12.0953,12.199874
FAC00327,Delta PHC 30,Delta,Delta Central,PHC,Public,5.680142,11.842485
FAC00328,Delta General Hospital 31,Delta,Delta North,General Hospital,Public,5.78446,6.747261
FAC00329,Delta PHC 32,Delta,Delta East,PHC,Public,6.319471,7.690872
FAC00330,Delta PHC 33,Delta,Delta South,PHC,Public,6.745403,10.164563
FAC00331,Ebonyi PHC 1,Ebonyi,Ebonyi Central,PHC,Public,11.175978,11.309234
FAC00332,Ebonyi General Hospital 2,Ebonyi,Ebonyi East,General Hospital,Public,10.032194,7.046726
FAC00333,Ebonyi General Hospital 3,Ebonyi,Ebonyi West,General Hospital,Public,4.856582,13.73029
FAC00334,Ebonyi PHC 4,Ebonyi,Ebonyi East,PHC,Public,7.435605,10.405869
FAC00335,Ebonyi PHC 5,Ebonyi,Ebonyi West,PHC,Public,12.003565,5.804545
FAC00336,Ebonyi PHC 6,Ebonyi,Ebonyi South,PHC,Private,10.801319,5.76995
FAC00337,Ebonyi PHC 7,Ebonyi,Ebonyi South,PHC,Public,13.941394,10.94207
FAC00338,Ebonyi PHC 8,Ebonyi,Ebonyi West,PHC,Public,4.601423,9.747562
FAC00339,Ebonyi General Hospital 9,Ebonyi,Ebonyi North,General Hospital,Public,5.704779,7.913734
FAC00340,Ebonyi PHC 10,Ebonyi,Ebonyi West,PHC,Public,7.475715,10.978941
FAC00341,Ebonyi PHC 11,Ebonyi,Ebonyi Central,PHC,Private,5.19829,14.689976
FAC00342,Ebonyi PHC 12,Ebonyi,Ebonyi West,PHC,Public,6.436567,11.058701
FAC00343,Ebonyi PHC 13,Ebonyi,Ebonyi North,PHC,Public,10.084864,9.082061
FAC00344,Ebonyi PHC 14,Ebonyi,Ebonyi West,PHC,Public,7.031284,6.157351
FAC00345,Ebonyi PHC 15,Ebonyi,Ebonyi East,PHC,Public,6.390553,9.116691
FAC00346,Ebonyi General Hospital 16,Ebonyi,Ebonyi South,General Hospital,Public,10.005943,9.188153
FAC00347,Ebonyi General Hospital 17,Ebonyi,Ebonyi West,General Hospital,Public,12.51425,5.502126
FAC00348,Ebonyi General Hospital 18,Ebonyi,Ebonyi South,General Hospital,Public,10.279501,11.091646
FAC00349,Ebonyi PHC 19,Ebonyi,Ebonyi East,PHC,Public,11.900304,6.65615
FAC00350,Ebonyi PHC 20,Ebonyi,Ebonyi South,PHC,Public,5.537911,5.683373
FAC00351,Ebonyi General Hospital 21,Ebonyi,Ebonyi South,General Hospital,Public,12.224806,4.590296
FAC00352,Ebonyi General Hospital 22,Ebonyi,Ebonyi North,General Hospital,Private,10.062529,12.177718
FAC00353,Ebonyi PHC 23,Ebonyi,Ebonyi North,PHC,Public,12.252008,10.995683
FAC00354,Ebonyi PHC 24,Ebonyi,Ebonyi West,PHC,Public,5.351663,14.557381
FAC00355,Ebonyi PHC 25,Ebonyi,Ebonyi West,PHC,Private,7.118161,9.073702
FAC00356,Ebonyi PHC 26,Ebonyi,Ebonyi Central,PHC,Public,4.176878,10.230638
FAC00357,Ebonyi PHC 27,Ebonyi,Ebonyi Central,PHC,Public,11.807616,8.517605
FAC00358,Ebonyi PHC 28,Ebonyi,Ebonyi Central,PHC,Private,10.194978,6.568261
FAC00359,Ebonyi PHC 29,Ebonyi,Ebonyi Central,PHC,Public,5.213849,6.639302
FAC00360,Ebonyi PHC 30,Ebonyi,Ebonyi West,PHC,Public,10.180517,10.598276
FAC00361,Ebonyi PHC 31,Ebonyi,Ebonyi West,PHC,Public,7.062536,10.48675
FAC00362,Ebonyi PHC 32,Ebonyi,Ebonyi Central,PHC,Public,12.866042,8.397416
FAC00363,Ebonyi PHC 33,Ebonyi,Ebonyi West,PHC,Public,8.816348,5.122646
FAC00364,Edo PHC 1,Edo,Edo South,PHC,Private,5.338037,8.022967
FAC00365,Edo PHC 2,Edo,Edo South,PHC,Public,5.896948,10.427378
FAC00366,Edo PHC 3,Edo,Edo Central,PHC,Public,13.758738,12.618445
FAC00367,Edo General Hospital 4,Edo,Edo East,General Hospital,Public,6.658511,10.753081
FAC00368,Edo PHC 5,Edo,Edo Central,PHC,Public,8.882411,4.800584
FAC00369,Edo PHC 6,Edo,Edo East,PHC,Public,7.758883,7.733715
FAC00370,Edo PHC 7,Edo,Edo Central,PHC,Public,5.33145,4.225794
FAC00371,Edo PHC 8,Edo,Edo South,PHC,Private,8.376031,6.056047
FAC00372,Edo General Hospital 9,Edo,Edo West,General Hospital,Public,11.811704,12.901586
FAC00373,Edo PHC 10,Edo,Edo North,PHC,Public,10.139336,3.799824
FAC00374,Edo PHC 11,Edo,Edo West,PHC,Public,9.122219,11.162733
FAC00375,Edo PHC 12,Edo,Edo East,PHC,Public,10.590355,12.625567
FAC00376,Edo PHC 13,Edo,Edo West,PHC,Public,11.375084,7.239017
FAC00377,Edo PHC 14,Edo,Edo East,PHC,Public,10.613706,5.222347
FAC00378,Edo PHC 15,Edo,Edo South,PHC,Public,4.20945,3.98606
FAC00379,Edo General Hospital 16,Edo,Edo North,General Hospital,Public,13.759908,11.008205
FAC00380,Edo PHC 17,Edo,Edo West,PHC,Public,11.746338,10.726851
FAC00381,Edo PHC 18,Edo,Edo South,PHC,Public,7.222155,4.502803
FAC00382,Edo PHC 19,Edo,Edo Central,PHC,Public,9.824227,11.976878
FAC00383,Edo General Hospital 20,Edo,Edo East,General Hospital,Public,4.437356,4.329696
FAC00384,Edo PHC 21,Edo,Edo East,PHC,Public,9.500919,7.663834
FAC00385,Edo PHC 22,Edo,Edo West,PHC,Public,5.215014,5.369646
FAC00386,Edo General Hospital 23,Edo,Edo East,General Hospital,Public,10.714549,6.80307
FAC00387,Edo General Hospital 24,Edo,Edo South,General Hospital,Public,10.360708,5.65276
FAC00388,Edo General Hospital 25,Edo,Edo West,General Hospital,Public,4.538582,6.840718
FAC00389,Edo PHC 26,Edo,Edo West,PHC,Public,4.431737,4.977778
FAC00390,Edo PHC 27,Edo,Edo East,PHC,Public,13.651297,8.86073
FAC00391,Edo PHC 28,Edo,Edo East,PHC,Public,11.58185,11.921085
FAC00392,Edo PHC 29,Edo,Edo Central,PHC,Public,4.937569,9.926073
FAC00393,Edo General Hospital 30,Edo,Edo South,General Hospital,Public,9.580423,12.741027
FAC00394,Edo PHC 31,Edo,Edo West,PHC,Private,4.991781,7.817932
FAC00395,Edo General Hospital 32,Edo,Edo South,General Hospital,Public,11.423481,12.781421
FAC00396,Edo PHC 33,Edo,Edo Central,PHC,Public,9.386957,9.28991
FAC00397,Ekiti General Hospital 1,Ekiti,Ekiti West,General Hospital,Public,11.457338,5.429767
FAC00398,Ekiti General Hospital 2,Ekiti,Ekiti East,General Hospital,Public,11.562647,13.103644
FAC00399,Ekiti PHC 3,Ekiti,Ekiti South,PHC,Public,7.683095,8.383328
FAC00400,Ekiti PHC 4,Ekiti,Ekiti East,PHC,Private,5.378229,10.956504
FAC00401,Ekiti PHC 5,Ekiti,Ekiti South,PHC,Public,10.195893,7.265916
FAC00402,Ekiti PHC 6,Ekiti,Ekiti West,PHC,Public,9.101097,11.680857
FAC00403,Ekiti PHC 7,Ekiti,Ekiti West,PHC,Public,9.606601,10.241852
FAC00404,Ekiti PHC 8,Ekiti,Ekiti West,PHC,Public,12.250494,8.979068
FAC00405,Ekiti PHC 9,Ekiti,Ekiti Central,PHC,Public,11.459252,14.78363
FAC00406,Ekiti PHC 10,Ekiti,Ekiti East,PHC,Public,8.40199,4.76943
FAC00407,Ekiti PHC 11,Ekiti,Ekiti South,PHC,Public,7.71422,3.750507
FAC00408,Ekiti General Hospital 12,Ekiti,Ekiti North,General Hospital,Public,13.331133,10.710782
FAC00409,Ekiti PHC 13,Ekiti,Ekiti East,PHC,Public,10.859113,14.893517
FAC00410,Ekiti PHC 14,Ekiti,Ekiti South,PHC,Public,9.877694,5.213715
FAC00411,Ekiti PHC 15,Ekiti,Ekiti Central,PHC,Public,11.00252,10.029722
FAC00412,Ekiti PHC 16,Ekiti,Ekiti East,PHC,Public,6.987256,14.288151
FAC00413,Ekiti PHC 17,Ekiti,Ekiti East,PHC,Public,7.769142,8.540794
FAC00414,Ekiti PHC 18,Ekiti,Ekiti Central,PHC,Public,11.06019,10.574048
FAC00415,Ekiti PHC 19,Ekiti,Ekiti East,PHC,Private,8.368507,11.754099
FAC00416,Ekiti PHC 20,Ekiti,Ekiti West,PHC,Public,5.313494,7.786032
FAC00417,Ekiti General Hospital 21,Ekiti,Ekiti Central,General Hospital,Public,4.68958,3.684657
FAC00418,Ekiti PHC 22,Ekiti,Ekiti East,PHC,Public,6.756123,12.445519
FAC00419,Ekiti General Hospital 23,Ekiti,Ekiti South,General Hospital,Public,12.447894,6.217668
FAC00420,Ekiti PHC 24,Ekiti,Ekiti East,PHC,Private,4.626532,13.877249
FAC00421,Ekiti PHC 25,Ekiti,Ekiti North,PHC,Public,11.718577,4.037095
FAC00422,Ekiti PHC 26,Ekiti,Ekiti East,PHC,Public,13.633944,9.722018
FAC00423,Ekiti General Hospital 27,Ekiti,Ekiti West,General Hospital,Public,11.87713,10.493105
FAC00424,Ekiti PHC 28,Ekiti,Ekiti Central,PHC,Private,10.541746,5.377172
FAC00425,Ekiti PHC 29,Ekiti,Ekiti North,PHC,Public,13.47036,14.608274
FAC00426,Ekiti PHC 30,Ekiti,Ekiti Central,PHC,Public,6.253169,6.0116
FAC00427,Ekiti General Hospital 31,Ekiti,Ekiti North,General Hospital,Public,13.805168,5.728914
FAC00428,Ekiti PHC 32,Ekiti,Ekiti North,PHC,Public,9.435382,3.980704
FAC00429,Ekiti PHC 33,Ekiti,Ekiti Central,PHC,Public,5.409596,10.970255
FAC00430,Enugu PHC 1,Enugu,Enugu East,PHC,Public,10.509735,9.545182
FAC00431,Enugu PHC 2,Enugu,Enugu West,PHC,Public,7.559734,14.736742
FAC00432,Enugu PHC 3,Enugu,Enugu Central,PHC,Public,5.647064,6.962581
FAC00433,Enugu PHC 4,Enugu,Enugu Central,PHC,Public,10.596294,4.939438
FAC00434,Enugu PHC 5,Enugu,Enugu South,PHC,Private,11.507295,9.695769
FAC00435,Enugu PHC 6,Enugu,Enugu East,PHC,Public,13.092202,9.464422
FAC00436,Enugu PHC 7,Enugu,Enugu West,PHC,Public,8.516968,7.768577
FAC00437,Enugu PHC 8,Enugu,Enugu East,PHC,Public,6.037665,9.279956
FAC00438,Enugu PHC 9,Enugu,Enugu West,PHC,Public,6.764417,6.748189
FAC00439,Enugu PHC 10,Enugu,Enugu South,PHC,Public,5.579548,11.350789
FAC00440,Enugu PHC 11,Enugu,Enugu East,PHC,Public,7.631007,13.766236
FAC00441,Enugu PHC 12,Enugu,Enugu West,PHC,Public,6.020157,5.210698
FAC00442,Enugu General Hospital 13,Enugu,Enugu East,General Hospital,Public,7.13162,12.583119
FAC00443,Enugu General Hospital 14,Enugu,Enugu North,General Hospital,Private,12.036035,9.062481
FAC00444,Enugu General Hospital 15,Enugu,Enugu Central,General Hospital,Public,10.6792,10.616055
FAC00445,Enugu PHC 16,Enugu,Enugu East,PHC,Private,5.622334,3.15129
FAC00446,Enugu PHC 17,Enugu,Enugu North,PHC,Public,12.229584,5.517035
FAC00447,Enugu PHC 18,Enugu,Enugu West,PHC,Private,12.581771,12.828762
FAC00448,Enugu PHC 19,Enugu,Enugu West,PHC,Public,13.880656,13.815552
FAC00449,Enugu PHC 20,Enugu,Enugu South,PHC,Public,12.192551,13.557863
FAC00450,Enugu PHC 21,Enugu,Enugu West,PHC,Public,12.259782,4.20765
FAC00451,Enugu PHC 22,Enugu,Enugu North,PHC,Public,11.396713,5.295125
FAC00452,Enugu PHC 23,Enugu,Enugu North,PHC,Public,12.414476,8.655446
FAC00453,Enugu General Hospital 24,Enugu,Enugu West,General Hospital,Public,11.392947,4.276125
FAC00454,Enugu PHC 25,Enugu,Enugu North,PHC,Public,10.552824,14.900911
FAC00455,Enugu PHC 26,Enugu,Enugu East,PHC,Public,10.941506,9.151857
FAC00456,Enugu PHC 27,Enugu,Enugu East,PHC,Public,11.631553,7.899676
FAC00457,Enugu PHC 28,Enugu,Enugu North,PHC,Private,11.660648,12.461368
FAC00458,Enugu PHC 29,Enugu,Enugu North,PHC,Public,12.742267,3.002261
FAC00459,Enugu PHC 30,Enugu,Enugu West,PHC,Public,7.816119,4.546185
FAC00460,Enugu PHC 31,Enugu,Enugu East,PHC,Public,8.225484,3.504296
FAC00461,Enugu PHC 32,Enugu,Enugu North,PHC,Private,6.922182,13.929242
FAC00462,Enugu PHC 33,Enugu,Enugu West,PHC,Public,13.817987,10.456134
FAC00463,Gombe PHC 1,Gombe,Gombe North,PHC,Public,6.815212,13.473046
FAC00464,Gombe PHC 2,Gombe,Gombe Central,PHC,Public,4.683409,6.159789
FAC00465,Gombe PHC 3,Gombe,Gombe West,PHC,Public,7.012653,10.18029
FAC00466,Gombe PHC 4,Gombe,Gombe North,PHC,Public,4.481428,13.83474
FAC00467,Gombe General Hospital 5,Gombe,Gombe North,General Hospital,Public,13.890284,10.514114
FAC00468,Gombe PHC 6,Gombe,Gombe West,PHC,Public,9.828068,14.94525
FAC00469,Gombe General Hospital 7,Gombe,Gombe Central,General Hospital,Public,6.523072,5.642704
FAC00470,Gombe PHC 8,Gombe,Gombe North,PHC,Public,13.096268,11.030403
FAC00471,Gombe General Hospital 9,Gombe,Gombe North,General Hospital,Private,4.25142,11.333405
FAC00472,Gombe PHC 10,Gombe,Gombe North,PHC,Private,7.408157,4.977896
FAC00473,Gombe PHC 11,Gombe,Gombe West,PHC,Private,11.888023,10.675267
FAC00474,Gombe PHC 12,Gombe,Gombe West,PHC,Public,7.845113,8.852005
FAC00475,Gombe PHC 13,Gombe,Gombe South,PHC,Private,8.728971,14.806084
FAC00476,Gombe PHC 14,Gombe,Gombe North,PHC,Public,4.02921,3.477192
FAC00477,Gombe PHC 15,Gombe,Gombe East,PHC,Private,6.768143,14.658392
FAC00478,Gombe PHC 16,Gombe,Gombe East,PHC,Public,8.474681,8.691461
FAC00479,Gombe PHC 17,Gombe,Gombe North,PHC,Public,4.07664,5.628826
FAC00480,Gombe PHC 18,Gombe,Gombe South,PHC,Public,8.62852,8.262462
FAC00481,Gombe PHC 19,Gombe,Gombe North,PHC,Public,7.97015,4.045113
FAC00482,Gombe PHC 20,Gombe,Gombe East,PHC,Public,12.798627,9.897355
FAC00483,Gombe PHC 21,Gombe,Gombe East,PHC,Public,8.50597,14.15312
FAC00484,Gombe PHC 22,Gombe,Gombe East,PHC,Public,8.110211,13.891332
FAC00485,Gombe PHC 23,Gombe,Gombe North,PHC,Public,12.237904,14.460726
FAC00486,Gombe General Hospital 24,Gombe,Gombe East,General Hospital,Public,4.021038,11.610865
FAC00487,Gombe General Hospital 25,Gombe,Gombe West,General Hospital,Public,10.865899,4.373852
FAC00488,Gombe PHC 26,Gombe,Gombe South,PHC,Public,4.922848,10.155858
FAC00489,Gombe PHC 27,Gombe,Gombe West,PHC,Private,4.8018,7.257256
FAC00490,Gombe General Hospital 28,Gombe,Gombe North,General Hospital,Public,10.464501,13.656469
FAC00491,Gombe PHC 29,Gombe,Gombe East,PHC,Public,13.132869,10.350882
FAC00492,Gombe General Hospital 30,Gombe,Gombe East,General Hospital,Public,11.409813,9.359898
FAC00493,Gombe General Hospital 31,Gombe,Gombe South,General Hospital,Private,4.117066,8.064411
FAC00494,Gombe PHC 32,Gombe,Gombe Central,PHC,Public,7.993687,13.921616
FAC00495,Gombe General Hospital 33,Gombe,Gombe North,General Hospital,Public,11.291735,10.8275
FAC00496,Imo General Hospital 1,Imo,Imo South,General Hospital,Public,8.038979,3.931376
FAC00497,Imo PHC 2,Imo,Imo West,PHC,Private,6.262791,7.610875
FAC00498,Imo PHC 3,Imo,Imo North,PHC,Public,8.309852,6.826402
FAC00499,Imo PHC 4,Imo,Imo North,PHC,Public,4.274203,7.715691
FAC00500,Imo PHC 5,Imo,Imo West,PHC,Public,8.305293,4.71113
FAC00501,Imo General Hospital 6,Imo,Imo West,General Hospital,Public,7.397688,9.206873
FAC00502,Imo PHC 7,Imo,Imo East,PHC,Public,8.096289,6.73461
FAC00503,Imo PHC 8,Imo,Imo South,PHC,Public,12.417234,9.962658
FAC00504,Imo PHC 9,Imo,Imo North,PHC,Public,5.40553,8.827076
FAC00505,Imo PHC 10,Imo,Imo East,PHC,Public,5.35789,4.191626
FAC00506,Imo PHC 11,Imo,Imo East,PHC,Private,5.600249,3.280225
FAC00507,Imo PHC 12,Imo,Imo South,PHC,Public,13.000832,4.393668
FAC00508,Imo General Hospital 13,Imo,Imo West,General Hospital,Public,13.94858,9.544573
FAC00509,Imo PHC 14,Imo,Imo West,PHC,Public,4.309376,14.648906
FAC00510,Imo PHC 15,Imo,Imo North,PHC,Private,9.537115,9.500458
FAC00511,Imo PHC 16,Imo,Imo East,PHC,Public,7.561856,12.92178
FAC00512,Imo PHC 17,Imo,Imo Central,PHC,Public,7.42448,6.242972
FAC00513,Imo General Hospital 18,Imo,Imo East,General Hospital,Public,5.652421,9.995813
FAC00514,Imo General Hospital 19,Imo,Imo South,General Hospital,Public,8.888978,7.821346
FAC00515,Imo General Hospital 20,Imo,Imo North,General Hospital,Private,11.925214,8.537346
FAC00516,Imo PHC 21,Imo,Imo Central,PHC,Public,8.75546,9.516295
FAC00517,Imo PHC 22,Imo,Imo Central,PHC,Private,9.991206,7.241529
FAC00518,Imo PHC 23,Imo,Imo East,PHC,Public,9.493225,3.692893
FAC00519,Imo PHC 24,Imo,Imo South,PHC,Public,13.440421,4.785552
FAC00520,Imo PHC 25,Imo,Imo West,PHC,Private,11.546212,8.903173
FAC00521,Imo PHC 26,Imo,Imo East,PHC,Public,6.032231,12.141578
FAC00522,Imo PHC 27,Imo,Imo North,PHC,Public,7.622681,11.708598
FAC00523,Imo General Hospital 28,Imo,Imo West,General Hospital,Public,12.275189,12.174334
FAC00524,Imo PHC 29,Imo,Imo North,PHC,Private,4.594716,3.038014
FAC00525,Imo PHC 30,Imo,Imo East,PHC,Public,7.118991,6.072571
FAC00526,Imo PHC 31,Imo,Imo Central,PHC,Private,13.263826,3.229393
FAC00527,Imo PHC 32,Imo,Imo East,PHC,Public,12.720483,9.326714
FAC00528,Imo PHC 33,Imo,Imo West,PHC,Public,12.044372,6.345118
FAC00529,Jigawa PHC 1,Jigawa,Jigawa East,PHC,Private,13.978209,11.121856
FAC00530,Jigawa General Hospital 2,Jigawa,Jigawa East,General Hospital,Public,11.378695,13.009735
FAC00531,Jigawa PHC 3,Jigawa,Jigawa Central,PHC,Public,12.219266,12.710198
FAC00532,Jigawa General Hospital 4,Jigawa,Jigawa North,General Hospital,Public,11.231495,6.364014
FAC00533,Jigawa PHC 5,Jigawa,Jigawa East,PHC,Public,7.488205,4.331977
FAC00534,Jigawa General Hospital 6,Jigawa,Jigawa South,General Hospital,Private,4.060887,4.211294
FAC00535,Jigawa General Hospital 7,Jigawa,Jigawa North,General Hospital,Public,9.006243,12.534187
FAC00536,Jigawa PHC 8,Jigawa,Jigawa South,PHC,Public,11.101101,11.002253
FAC00537,Jigawa PHC 9,Jigawa,Jigawa East,PHC,Private,12.034827,14.150737
FAC00538,Jigawa PHC 10,Jigawa,Jigawa Central,PHC,Private,9.832575,13.106769
FAC00539,Jigawa PHC 11,Jigawa,Jigawa Central,PHC,Public,10.034931,7.293769
FAC00540,Jigawa PHC 12,Jigawa,Jigawa North,PHC,Public,11.197915,13.403202
FAC00541,Jigawa PHC 13,Jigawa,Jigawa West,PHC,Public,10.370908,9.315342
FAC00542,Jigawa PHC 14,Jigawa,Jigawa Central,PHC,Public,12.039585,9.630012
FAC00543,Jigawa PHC 15,Jigawa,Jigawa South,PHC,Public,8.014456,4.90349
FAC00544,Jigawa General Hospital 16,Jigawa,Jigawa East,General Hospital,Public,6.71547,7.82936
FAC00545,Jigawa PHC 17,Jigawa,Jigawa Central,PHC,Public,4.468519,6.314035
FAC00546,Jigawa PHC 18,Jigawa,Jigawa South,PHC,Public,8.66968,7.084449
FAC00547,Jigawa General Hospital 19,Jigawa,Jigawa West,General Hospital,Public,5.018924,7.322807
FAC00548,Jigawa PHC 20,Jigawa,Jigawa West,PHC,Public,9.718092,13.886398
FAC00549,Jigawa General Hospital 21,Jigawa,Jigawa West,General Hospital,Public,10.751401,4.392272
FAC00550,Jigawa PHC 22,Jigawa,Jigawa West,PHC,Public,10.327119,11.446285
FAC00551,Jigawa PHC 23,Jigawa,Jigawa Central,PHC,Public,12.755112,5.193687
FAC00552,Jigawa PHC 24,Jigawa,Jigawa West,PHC,Public,11.025405,6.576627
FAC00553,Jigawa PHC 25,Jigawa,Jigawa West,PHC,Public,13.994662,4.257697
FAC00554,Jigawa PHC 26,Jigawa,Jigawa North,PHC,Public,8.759677,4.33173
FAC00555,Jigawa PHC 27,Jigawa,Jigawa North,PHC,Public,4.52355,12.210812
FAC00556,Jigawa PHC 28,Jigawa,Jigawa South,PHC,Public,6.119941,10.888242
FAC00557,Jigawa PHC 29,Jigawa,Jigawa North,PHC,Private,11.962406,12.048276
FAC00558,Jigawa PHC 30,Jigawa,Jigawa West,PHC,Public,11.385975,6.787528
FAC00559,Jigawa PHC 31,Jigawa,Jigawa North,PHC,Public,12.90215,6.448915
FAC00560,Jigawa PHC 32,Jigawa,Jigawa South,PHC,Public,9.438057,4.198402
FAC00561,Kaduna PHC 1,Kaduna,Kaduna South,PHC,Public,4.193276,4.492421
FAC00562,Kaduna PHC 2,Kaduna,Kaduna North,PHC,Public,13.060659,6.200102
FAC00563,Kaduna PHC 3,Kaduna,Kaduna South,PHC,Private,9.190323,11.130507
FAC00564,Kaduna PHC 4,Kaduna,Kaduna North,PHC,Public,9.21296,14.712166
FAC00565,Kaduna PHC 5,Kaduna,Kaduna East,PHC,Public,7.825803,7.412804
FAC00566,Kaduna PHC 6,Kaduna,Kaduna Central,PHC,Public,7.418037,11.868319
FAC00567,Kaduna PHC 7,Kaduna,Kaduna West,PHC,Public,4.013536,6.597606
FAC00568,Kaduna PHC 8,Kaduna,Kaduna East,PHC,Private,4.23595,13.782727
FAC00569,Kaduna PHC 9,Kaduna,Kaduna Central,PHC,Public,7.980053,6.634989
FAC00570,Kaduna PHC 10,Kaduna,Kaduna South,PHC,Public,10.032918,8.680811
FAC00571,Kaduna PHC 11,Kaduna,Kaduna West,PHC,Public,13.577898,14.312692
FAC00572,Kaduna PHC 12,Kaduna,Kaduna South,PHC,Private,10.445912,9.735523
FAC00573,Kaduna PHC 13,Kaduna,Kaduna South,PHC,Public,5.958331,4.689635
FAC00574,Kaduna PHC 14,Kaduna,Kaduna Central,PHC,Public,6.762373,14.77984
FAC00575,Kaduna PHC 15,Kaduna,Kaduna West,PHC,Private,10.428189,12.718322
FAC00576,Kaduna General Hospital 16,Kaduna,Kaduna West,General Hospital,Public,9.38813,3.727547
FAC00577,Kaduna PHC 17,Kaduna,Kaduna South,PHC,Public,4.078416,10.571061
FAC00578,Kaduna PHC 18,Kaduna,Kaduna South,PHC,Public,7.019167,12.13306
FAC00579,Kaduna PHC 19,Kaduna,Kaduna Central,PHC,Private,10.209086,14.143923
FAC00580,Kaduna PHC 20,Kaduna,Kaduna Central,PHC,Public,8.585979,9.730494
FAC00581,Kaduna General Hospital 21,Kaduna,Kaduna Central,General Hospital,Public,4.49979,13.123796
FAC00582,Kaduna General Hospital 22,Kaduna,Kaduna East,General Hospital,Public,7.918583,10.909365
FAC00583,Kaduna PHC 23,Kaduna,Kaduna West,PHC,Public,13.948193,11.540674
FAC00584,Kaduna General Hospital 24,Kaduna,Kaduna East,General Hospital,Public,8.589635,14.032649
FAC00585,Kaduna PHC 25,Kaduna,Kaduna South,PHC,Public,13.811778,5.281292
FAC00586,Kaduna PHC 26,Kaduna,Kaduna South,PHC,Private,10.983112,7.742471
FAC00587,Kaduna General Hospital 27,Kaduna,Kaduna Central,General Hospital,Private,12.542219,12.277069
FAC00588,Kaduna PHC 28,Kaduna,Kaduna East,PHC,Public,10.666005,4.952397
FAC00589,Kaduna PHC 29,Kaduna,Kaduna West,PHC,Public,4.121031,3.108462
FAC00590,Kaduna PHC 30,Kaduna,Kaduna South,PHC,Private,12.047531,3.552681
FAC00591,Kaduna General Hospital 31,Kaduna,Kaduna East,General Hospital,Public,6.538211,5.949689
FAC00592,Kaduna PHC 32,Kaduna,Kaduna Central,PHC,Private,5.185026,6.466619
FAC00593,Kano PHC 1,Kano,Kano East,PHC,Private,8.946752,9.152643
FAC00594,Kano PHC 2,Kano,Kano West,PHC,Public,11.54265,14.021117
FAC00595,Kano General Hospital 3,Kano,Kano North,General Hospital,Public,11.875491,6.012017
FAC00596,Kano PHC 4,Kano,Kano West,PHC,Public,12.472717,13.826837
FAC00597,Kano General Hospital 5,Kano,Kano South,General Hospital,Private,12.398162,12.021266
FAC00598,Kano PHC 6,Kano,Kano South,PHC,Private,10.795499,5.698683
FAC00599,Kano PHC 7,Kano,Kano East,PHC,Public,8.275018,6.916061
FAC00600,Kano General Hospital 8,Kano,Kano South,General Hospital,Public,12.925582,8.033376
FAC00601,Kano PHC 9,Kano,Kano South,PHC,Public,6.046801,10.093564
FAC00602,Kano PHC 10,Kano,Kano West,PHC,Public,10.360425,7.372251
FAC00603,Kano PHC 11,Kano,Kano North,PHC,Private,8.094121,12.730543
